no,first_name,last_name,yr,pos,g,tc,po,a,e,fpct,dp,sba,rcs,rcs_percent,pb,ci,team_name,division
22,Morgan,Mcguire,Freshman,IF,25,21,18,0,3,0.857,1,0,0,0,0,0,North Arkansas,2
27,Cadence,Dean,Freshman,OF,26,17,13,0,4,0.765,0,0,0,0,0,0,North Arkansas,2
6,Hunter,Forester,Freshman,IF,10,7,5,1,1,0.857,0,0,0,0,0,0,North Arkansas,2
15,Macey,Teague,Freshman,P,17,11,2,7,2,0.818,0,0,0,0,0,0,North Arkansas,2
28,Mara,Lakey,Freshman,P,37,5,1,2,2,0.6,0,0,0,0,0,0,North Arkansas,2
7,Jessica,Fieker,Freshman,P,8,3,0,2,1,0.667,0,0,0,0,0,0,North Arkansas,2
19,RYLEE,LEONARD,Freshman,C,27,106,96,6,4,0.962,0,0,0,0,0,0,SAU Tech,2
1,RALEY,SULLIVAN,Sophomore,P,31,112,93,13,6,0.946,3,0,0,0,0,0,SAU Tech,2
99,MORGAN,CRUSE,Sophomore,SS,32,103,57,33,13,0.874,6,0,0,0,0,0,SAU Tech,2
7,SHAMIYA,MOYE,Sophomore,UTL,31,62,57,3,2,0.968,1,0,0,0,0,0,SAU Tech,2
12,ELLIE,COX,Freshman,P/1B,27,56,46,9,1,0.982,2,0,0,0,0,0,SAU Tech,2
11,MADISON,ASHFORD,Sophomore,UTL,31,79,44,30,5,0.937,4,0,0,0,0,0,SAU Tech,2
27,KARI,LEGENDRE,Sophomore,IF,26,68,32,28,8,0.882,0,0,0,0,0,0,SAU Tech,2
2,MADISON,MARTIN,Freshman,UTL,14,31,27,3,1,0.968,2,0,0,0,0,0,SAU Tech,2
4,KENNEDY,NORRIS,Freshman,UTL,30,33,27,4,2,0.939,0,0,0,0,0,0,SAU Tech,2
6,COURTNEY,WOOLEMS,Freshman,OF,29,28,27,0,1,0.964,0,0,0,0,0,0,SAU Tech,2
33,KARIS,ROBINSON,Sophomore,P,23,37,25,10,2,0.946,2,0,0,0,0,0,SAU Tech,2
18,ANNA,BOOME,Freshman,OF,17,12,10,0,2,0.833,0,0,0,0,0,0,SAU Tech,2
0,Jordyn,Standley,Sophomore,P,16,8,7,0,1,0.875,0,0,0,0,0,0,SAU Tech,2
8,GABRIELLA,EVERITT,Freshman,P/3B,32,9,6,1,2,0.778,0,0,0,0,0,0,SAU Tech,2
3,KYLEE,JOHNSON,Freshman,UTL,20,9,6,1,2,0.778,1,0,0,0,0,0,SAU Tech,2
10,KATLYN,ERICKSON,Freshman,P,7,2,2,0,0,1,0,0,0,0,0,0,SAU Tech,2
5,CADENCE,GRAY,Freshman,UTL,8,3,1,1,1,0.667,0,0,0,0,0,0,SAU Tech,2
34,KYANN,HAYS,Sophomore,C,12,1,1,0,0,1,0,0,0,0,0,0,SAU Tech,2
13,ALYSSA,STULTZ,Freshman,UTL,8,1,1,0,0,1,0,0,0,0,0,0,SAU Tech,2
8,Janasia,Jones,Sophomore,INF,50,190,126,35,29,0.847,1,0,0,0,0,0,South Arkansas,2
7,Makenna,Denofrio,Sophomore,INF,48,139,108,17,14,0.899,2,0,0,0,0,0,South Arkansas,2
15,Ella,Floyd,Freshman,INF,49,181,100,51,30,0.834,1,0,0,0,0,0,South Arkansas,2
5,Jadelyn,Snider,Sophomore,C,41,115,97,8,10,0.913,0,14,3,0.176,2,0,South Arkansas,2
21,Emma,McKenzie,Freshman,C,37,89,82,6,1,0.989,0,2,1,0.333,0,0,South Arkansas,2
6,Gabbi,Kelly,Freshman,INF,46,118,72,31,15,0.873,0,0,0,0,0,0,South Arkansas,2
10,Tiara,Jefferson,Sophomore,OF,48,65,59,3,3,0.954,0,0,0,0,0,0,South Arkansas,2
18,Landry,Price,Freshman,INF,50,70,56,5,9,0.871,1,0,0,0,0,0,South Arkansas,2
20,Jaden,Boydstun,Freshman,OF,50,54,49,4,1,0.981,0,0,0,0,0,0,South Arkansas,2
12,Peyton,McCloskey,Freshman,P,48,64,42,16,6,0.906,0,0,0,0,0,0,South Arkansas,2
22,Tia,Malmay,Freshman,UTL,37,28,22,2,4,0.857,0,0,0,0,0,0,South Arkansas,2
2,Raytisha,Jackosn,Sophomore,OF,22,17,13,1,3,0.824,0,0,0,0,0,0,South Arkansas,2
24,Alyssa,Norris,Freshman,P,26,26,13,9,4,0.846,0,0,0,0,0,0,South Arkansas,2
27,Kirsten,Sudderth,Freshman,C,44,276,273,1,2,0.993,3,35,13,0.271,10,0,UA Rich Mountain,2
0,Blaire,Gentry,Sophomore,P/IF,50,89,77,6,6,0.933,1,0,0,0,0,0,UA Rich Mountain,2
12,Abi,West,Sophomore,IF,44,111,77,16,18,0.838,3,0,0,0,0,0,UA Rich Mountain,2
36,Marli,Huddleston,Freshman,IF,45,87,67,5,15,0.828,1,0,0,0,0,0,UA Rich Mountain,2
13,Maddie,Muller,Freshman,P/IF,41,69,58,5,6,0.913,0,0,0,0,0,0,UA Rich Mountain,2
3,JJ,Bass,Freshman,OF,47,58,55,1,2,0.966,1,0,0,0,0,0,UA Rich Mountain,2
19,Western,Mussett,Sophomore,UTL,30,68,52,4,12,0.824,2,2,0,0,1,0,UA Rich Mountain,2
4,Kayleigh,Anderson,Sophomore,OF,42,46,41,1,4,0.913,2,0,0,0,0,0,UA Rich Mountain,2
29,Chloe,Ray,Sophomore,C,20,42,41,0,1,0.976,0,11,2,0.154,2,0,UA Rich Mountain,2
21,Kylee,Ward,Freshman,UTL,38,59,40,6,13,0.78,0,0,0,0,0,0,UA Rich Mountain,2
15,Shiley,Cartinez,Sophomore,C/IF,26,33,29,4,0,1,0,12,2,0.143,2,0,UA Rich Mountain,2
1,Tabry,Jordan,Sophomore,OF,29,21,20,1,0,1,1,0,0,0,0,0,UA Rich Mountain,2
34,Layla,Baker,Freshman,UTL,17,20,17,0,3,0.85,0,0,0,0,0,0,UA Rich Mountain,2
9,Chloe,Durnal,Freshman,IF,20,19,15,1,3,0.842,1,0,0,0,0,0,UA Rich Mountain,2
25,Chrissy,Mefford,Freshman,OF,21,17,14,1,2,0.882,0,0,0,0,0,0,UA Rich Mountain,2
20,McKenna,Bittle,Freshman,P/OF,16,13,13,0,0,1,0,0,0,0,0,0,UA Rich Mountain,2
18,Meagan,Hopkins,Freshman,OF,18,15,13,0,2,0.867,0,0,0,0,0,0,UA Rich Mountain,2
24,Blaykelyn,Romero,Freshman,OF,10,9,8,1,0,1,0,0,0,0,0,0,UA Rich Mountain,2
2,Jorden,Brewster,Freshman,UTL,8,7,7,0,0,1,2,0,0,0,0,0,UA Rich Mountain,2
10,Elise,Trautman,Freshman,P/OF,18,9,7,0,2,0.778,0,0,0,0,0,0,UA Rich Mountain,2
6,Caitlyn,Mayo,Sophomore,P/OF,22,8,6,2,0,1,0,0,0,0,0,0,UA Rich Mountain,2
7,Bri,Crowley,Freshman,IF,15,4,4,0,0,1,0,0,0,0,0,0,UA Rich Mountain,2
11,Alyssa,Holland,Freshman,UTL,11,4,4,0,0,1,0,0,0,0,0,0,UA Rich Mountain,2
37,Leah,Wilkins,Sophomore,UTL,18,4,4,0,0,1,0,0,0,0,0,0,UA Rich Mountain,2
23,Maddi,Burchett,Freshman,IF,12,4,3,0,1,0.75,0,0,0,0,0,0,UA Rich Mountain,2
25,Rachel,Worley,Sophomore,C/1B/3B,50,236,213,17,6,0.975,5,46,8,0.148,8,0,Black Hawk-Moline,2
37,Drew,Clark,Freshman,C/2B,54,241,211,22,8,0.967,2,36,6,0.143,12,0,Black Hawk-Moline,2
31,Allyson,Reed,Sophomore,OF,58,213,117,67,29,0.864,3,0,0,0,0,0,Black Hawk-Moline,2
4,Kamryn,Utendorf,Freshman,MIF,57,197,100,72,25,0.873,9,0,0,0,0,0,Black Hawk-Moline,2
1,Laney,Parker,Freshman,OF/SS,44,105,65,31,9,0.914,3,0,0,0,0,0,Black Hawk-Moline,2
17,Elizabeth,Fish,Freshman,P/UT,48,93,63,20,10,0.892,3,0,0,0,0,0,Black Hawk-Moline,2
3,Olivia,King,Freshman,P/1B,52,73,60,9,4,0.945,3,0,0,0,0,0,Black Hawk-Moline,2
14,Emily,Gamble,Sophomore,P/OF,55,83,51,29,3,0.964,1,0,0,0,0,0,Black Hawk-Moline,2
33,Hannah,Malmstrom,Sophomore,3B/MIF,28,85,46,27,12,0.859,5,0,0,0,0,0,Black Hawk-Moline,2
2,Kenadie,Buysse,Sophomore,OF,56,49,45,0,4,0.918,1,0,0,0,0,0,Black Hawk-Moline,2
34,Breanna,Harroun,Freshman,1B/P,22,53,43,7,3,0.943,3,0,0,0,0,0,Black Hawk-Moline,2
32,Ashley,VanBeveran,Freshman,3B/2B,27,62,22,27,13,0.79,1,0,0,0,0,0,Black Hawk-Moline,2
23,Matea,Lira,Sophomore,OF,42,27,20,2,5,0.815,0,0,0,0,0,0,Black Hawk-Moline,2
5,Bailey,Emery,Freshman,P/2B,28,33,17,13,3,0.909,0,0,0,0,0,0,Black Hawk-Moline,2
36,Ava,Terry,Freshman,OF,27,15,12,2,1,0.933,0,0,0,0,0,0,Black Hawk-Moline,2
8,Katelynn,Emerick,Freshman,P/2B/3B,21,6,2,3,1,0.833,0,0,0,0,0,0,Black Hawk-Moline,2
10,Kaitlyn,Lindauer,Freshman,2B,6,2,0,1,1,0.5,0,0,0,0,0,0,Black Hawk-Moline,2
22,Lizzy,Wesoloski,Freshman,,51,257,215,40,2,0.992,6,29,7,0.194,3,0,Bryant and Stratton College (WI),2
15,Carissa,Heisdorf,Freshman,C,29,150,130,19,1,0.993,3,22,7,0.241,3,0,Bryant and Stratton College (WI),2
33,Jacie,Jones,Freshman,,35,121,113,5,3,0.975,7,0,0,0,0,0,Bryant and Stratton College (WI),2
20,Megan,Verbeten,Sophomore,P/IF,50,136,89,42,5,0.963,5,0,0,0,0,0,Bryant and Stratton College (WI),2
8,Karissa,Laabs,Sophomore,IF,51,150,86,61,3,0.98,7,0,0,0,0,0,Bryant and Stratton College (WI),2
16,Nora,Statz,Freshman,IF,40,131,61,60,10,0.924,6,0,0,0,0,0,Bryant and Stratton College (WI),2
3,Bella,Herman,Sophomore,OF,50,63,59,4,0,1,2,0,0,0,0,0,Bryant and Stratton College (WI),2
26,Olivia,Joyce,Freshman,OF,45,43,38,4,1,0.977,2,0,0,0,0,0,Bryant and Stratton College (WI),2
7,Kaitlynn,Christ,Freshman,OF,45,39,34,2,3,0.923,0,0,0,0,0,0,Bryant and Stratton College (WI),2
12,Michaela,Riege,Freshman,IF,29,62,31,22,9,0.855,3,0,0,0,0,0,Bryant and Stratton College (WI),2
1,Kendall,Brown,Freshman,OF,44,27,24,1,2,0.926,1,0,0,0,0,0,Bryant and Stratton College (WI),2
9,Madie,Jagoditsh,Freshman,OF,39,30,20,7,3,0.9,2,0,0,0,0,0,Bryant and Stratton College (WI),2
17,Kaitlyn,Kobilsek,Freshman,IF,15,17,16,1,0,1,0,0,0,0,0,0,Bryant and Stratton College (WI),2
4,Alexis,Peterson,Freshman,OF,20,7,6,0,1,0.857,0,0,0,0,0,0,Bryant and Stratton College (WI),2
19,Lauren,Leitner,Sophomore,OF,5,5,5,0,0,1,0,0,0,0,0,0,Bryant and Stratton College (WI),2
28,Kylie,Zehren,Freshman,P,22,11,3,8,0,1,0,0,0,0,0,0,Bryant and Stratton College (WI),2
2,Macey,Clark,Freshman,,28,19,1,17,1,0.947,0,0,0,0,0,0,Bryant and Stratton College (WI),2
25,Zaria,Jean-Pierre,Freshman,,29,4,1,3,0,1,0,0,0,0,0,0,Bryant and Stratton College (WI),2
41,Erika,Reif,Sophomore,P,21,12,0,11,1,0.917,0,0,0,0,0,0,Bryant and Stratton College (WI),2
25,Maleaha,Nagel,Freshman,P/IF,44,140,99,27,14,0.9,3,0,0,0,0,0,Carl Sandburg,2
7,Reagan,Eaves,Sophomore,IF,19,97,91,3,3,0.969,2,0,0,0,0,0,Carl Sandburg,2
0,Emma,Wolfe,Sophomore,IF,46,159,87,57,15,0.906,4,0,0,0,0,0,Carl Sandburg,2
17,Olivia,Lewis,Freshman,C/IF,33,97,85,10,2,0.979,2,3,0,0,2,0,Carl Sandburg,2
4,Kayla,Wolf,Sophomore,C,45,96,77,12,7,0.927,3,0,0,0,0,0,Carl Sandburg,2
3,Riley,Creasey,Sophomore,C/OF,46,86,75,8,3,0.965,1,4,1,0.2,7,0,Carl Sandburg,2
12,Natalie,Righi,Sophomore,IF,44,172,71,84,17,0.901,5,0,0,0,0,0,Carl Sandburg,2
9,Brooklyn,Walker,Sophomore,P,45,65,39,23,3,0.954,1,0,0,0,0,0,Carl Sandburg,2
1,Addison,DeSpain,Freshman,OF,45,45,38,0,7,0.844,0,0,0,0,0,0,Carl Sandburg,2
6,Elly,Bentley,Freshman,,29,35,31,2,2,0.943,2,0,0,0,0,0,Carl Sandburg,2
13,Carley,Hacke,Freshman,P/IF,29,38,25,12,1,0.974,2,0,0,0,0,0,Carl Sandburg,2
10,Ava,Ruggles,Freshman,IF,15,22,4,14,4,0.818,0,0,0,0,0,0,Carl Sandburg,2
16,Chelsey,Catton,Sophomore,P,30,29,3,21,5,0.828,2,0,0,0,0,0,Carl Sandburg,2
28,Abbi,Sammons,Freshman,IF,12,2,2,0,0,1,0,0,0,0,0,0,Carl Sandburg,2
25,Brianna,Stager,Freshman,C/INF,51,214,203,11,0,1,2,71,9,0.113,21,0,Highland (IL),2
12,Sloane,Ambrose,Freshman,P/INF,43,198,162,25,11,0.944,5,0,0,0,0,0,Highland (IL),2
1,Neelah,Vandeberg,Freshman,INF,44,132,120,3,9,0.932,8,0,0,0,0,0,Highland (IL),2
7,Hannah,Bowers,Freshman,INF,52,189,92,85,12,0.937,8,0,0,0,0,0,Highland (IL),2
5,Paityn,Broshous,Sophomore,OF,52,84,70,9,5,0.94,2,0,0,0,0,0,Highland (IL),2
10,McKayla,Riemer,Sophomore,OF,52,91,70,12,9,0.901,0,0,0,0,0,0,Highland (IL),2
2,Morgan,Salisbury,Sophomore,INF,51,176,63,99,14,0.92,7,0,0,0,0,0,Highland (IL),2
6,Anna,Skoumal,Freshman,OF,40,69,57,5,7,0.899,1,2,0,0,1,0,Highland (IL),2
3,Jordin,Dickey,Freshman,UT,46,89,39,41,9,0.899,4,0,0,0,0,0,Highland (IL),2
17,Kassandra,McLaren,Sophomore,OF,37,32,28,2,2,0.938,1,0,0,0,0,0,Highland (IL),2
18,Mia,Ortega,Sophomore,C,14,28,21,5,2,0.929,1,5,0,0,4,0,Highland (IL),2
13,Ashley,Vogel,Freshman,P/UT,34,48,11,33,4,0.917,3,0,0,0,0,0,Highland (IL),2
14,Rebecca,Schwartz,Freshman,P,45,35,6,27,2,0.943,0,9,1,0.1,1,0,Highland (IL),2
33,Ella,Sibert,Freshman,"C, IF",36,238,220,15,3,0.987,0,2,1,0.333,0,0,Illinois Valley,2
23,Paige,Cottingim,Sophomore,C,36,176,164,6,6,0.966,0,0,0,0,0,0,Illinois Valley,2
5,Hailey,Rakers,Freshman,"P, IF",36,118,65,43,10,0.915,0,0,0,0,0,0,Illinois Valley,2
11,Maddy,Klicker,Freshman,OF,36,61,53,2,6,0.902,0,0,0,0,0,0,Illinois Valley,2
66,Lauren,Phillips,Sophomore,SS,36,119,47,52,20,0.832,0,0,0,0,0,0,Illinois Valley,2
18,Taylor,Wetsel,Freshman,OF,36,26,22,1,3,0.885,0,0,0,0,0,0,Illinois Valley,2
6,Makenna,Chiaventone,Freshman,OF,24,25,21,0,4,0.84,0,0,0,0,0,0,Illinois Valley,2
19,Claire,Morrow,Sophomore,IF,34,47,16,22,9,0.809,0,0,0,0,0,0,Illinois Valley,2
2,Katie,Bates,Freshman,"P, IF",35,30,12,16,2,0.933,0,2,1,0.333,0,0,Illinois Valley,2
13,Libby,Boyles,Freshman,IF,33,13,10,2,1,0.923,0,0,0,0,0,0,Illinois Valley,2
10,Marissa,Boehm,Sophomore,"C,OF",33,11,7,1,3,0.727,0,0,0,0,0,0,Illinois Valley,2
22,Elizabeth,Browder,Freshman,IF,23,17,7,8,2,0.882,0,0,0,0,0,0,Illinois Valley,2
9,Holly,Shriber,Freshman,"P, IF",25,18,6,11,1,0.944,0,0,0,0,0,0,Illinois Valley,2
24,Taylor,Staton,Sophomore,"P, IF",3,3,0,3,0,1,0,0,0,0,0,0,Illinois Valley,2
19,Paxtyn,Hicks,Sophomore,IF / P,50,371,336,25,10,0.973,17,0,0,0,0,0,Kankakee,2
16,Mikayla,Smith,Sophomore,C / IF,47,288,246,34,8,0.972,3,67,18,0.212,15,0,Kankakee,2
7,Estelle,Audette,Freshman,IF / OF,45,172,66,92,14,0.919,9,0,0,0,0,0,Kankakee,2
3,Sophia,Hulsey,Freshman,MI / C,50,154,51,76,27,0.825,7,0,0,0,0,0,Kankakee,2
10,Brooke,Brian,Sophomore,OF,47,58,46,6,6,0.897,2,0,0,0,0,0,Kankakee,2
8,Tori,Budde,Freshman,OF,49,47,42,1,4,0.915,0,0,0,0,0,0,Kankakee,2
1,Jaelyn,Wiers,Freshman,OF,48,30,27,2,1,0.967,0,0,0,0,0,0,Kankakee,2
17,Emily,Jezowski,Freshman,IF,38,103,23,64,16,0.845,4,0,0,0,0,0,Kankakee,2
11,Eve,Shultz,Freshman,C / IF,9,14,13,0,1,0.929,0,4,0,0,6,0,Kankakee,2
6,Kaitlynn,Heale,Sophomore,P / OF,33,53,8,33,12,0.774,2,0,0,0,0,0,Kankakee,2
24,Koralie,Morin,Freshman,P /IF,32,37,7,25,5,0.865,1,0,0,0,0,0,Kankakee,2
14,Lauren,Waller,Freshman,IF / OF / P,27,21,6,11,4,0.81,0,0,0,0,0,0,Kankakee,2
22,Brooke,Hummel,Sophomore,IF,35,22,5,13,4,0.818,0,0,0,0,0,0,Kankakee,2
23,Mackenzie,Tome,Freshman,C / OF,8,5,5,0,0,1,0,1,0,0,0,0,Kankakee,2
20,Kaitlyn,Marks,Sophomore,P / OF,30,16,2,14,0,1,0,0,0,0,0,0,Kankakee,2
12,Mia,Richards,Freshman,,48,177,165,7,5,0.972,1,29,7,0.194,5,0,Kishwaukee,2
23,Reese,Ward,Sophomore,P/1B,48,151,114,30,7,0.954,1,0,0,0,0,0,Kishwaukee,2
10,Kendal,Ansteth,Sophomore,C/3B,47,120,106,7,7,0.942,3,24,3,0.111,4,0,Kishwaukee,2
2,Jalyna,Polichnowski,Freshman,,48,93,82,4,7,0.925,0,0,0,0,0,0,Kishwaukee,2
11,Linnea,Nelson,Freshman,,48,70,65,0,5,0.929,1,0,0,0,0,0,Kishwaukee,2
20,Samantha,Koper,Sophomore,UT,48,146,56,73,17,0.884,2,0,0,0,0,0,Kishwaukee,2
27,Kya,Logston,Jr,P/UT,47,50,43,5,2,0.96,0,0,0,0,0,0,Kishwaukee,2
7,Katie,Taylor,Jr,3B/C,48,97,40,42,15,0.845,2,0,0,0,0,0,Kishwaukee,2
14,Eden,Lindenmeyer,Sophomore,UT,42,80,35,33,12,0.85,1,0,0,0,0,0,Kishwaukee,2
22,Kayla,Wiedemann,Sophomore,C/OF,48,39,26,2,11,0.718,0,0,0,0,0,0,Kishwaukee,2
10,Haley,Bibby,Sophomore,UT,41,140,116,10,14,0.9,3,69,4,0.055,25,0,Lake County,2
3,Shannon,Izzo,Sophomore,MI,41,100,85,8,7,0.93,1,0,0,0,0,0,Lake County,2
9,Danielle,Broege,Freshman,,31,88,81,3,4,0.955,0,94,7,0.069,52,0,Lake County,2
1,Kassidy,Wais,Freshman,,41,105,79,10,16,0.848,4,0,0,0,0,0,Lake County,2
22,Breckyn,Mercer,Freshman,,35,94,62,8,24,0.745,2,6,0,0,1,0,Lake County,2
16,Julianna,Villalobos,Jr,"P, 1B",41,67,61,1,5,0.925,0,5,0,0,0,0,Lake County,2
12,Amber,Smith,Freshman,,41,74,53,3,18,0.757,3,2,0,0,0,0,Lake County,2
13,Brooke,Bennett,Sophomore,OF,41,51,43,4,4,0.922,1,0,0,0,0,0,Lake County,2
23,Katelyn,Volkmar,Freshman,,33,36,25,3,8,0.778,1,7,0,0,0,0,Lake County,2
19,Ruth,Foskett,Freshman,,29,27,20,0,7,0.741,2,0,0,0,0,0,Lake County,2
50,Natalie,Lother,Sophomore,"OF, C",21,22,19,1,2,0.909,1,0,0,0,0,0,Lake County,2
7,Kassandra,Jimenez,Sophomore,,8,6,5,0,1,0.833,0,0,0,0,0,0,Lake County,2
18,Makenna,Gish,Sophomore,C/IF,43,227,208,15,4,0.982,7,28,2,0.067,12,0,Madison,2
1,Mackenna,Schultz,Freshman,C/IF,44,157,121,25,11,0.93,1,24,3,0.111,21,0,Madison,2
11,Ellie,Rademacher,Sophomore,IF,41,148,105,36,7,0.953,7,3,1,0.25,1,0,Madison,2
7,Jenna,Redders,Freshman,IF,41,156,67,75,14,0.91,7,0,0,0,0,0,Madison,2
12,Karis,Paulson,Freshman,OF,41,62,57,3,2,0.968,0,0,0,0,0,0,Madison,2
13,Hailey,Richter,Freshman,IF,16,59,55,3,1,0.983,2,0,0,0,0,0,Madison,2
15,Briar,Armatoski,Sophomore,IF,29,89,50,29,10,0.888,5,0,0,0,0,0,Madison,2
5,Sophie,Rivera,Sophomore,OF,43,50,44,0,6,0.88,0,0,0,0,0,0,Madison,2
23,Madison,Coubal,Freshman,IF,29,68,34,25,9,0.868,2,0,0,0,0,0,Madison,2
10,Sammy,Nelson,Sophomore,IF/OF,43,39,31,3,5,0.872,2,0,0,0,0,0,Madison,2
24,Chariell,Butler,Sophomore,UT,30,33,22,3,8,0.758,1,0,0,0,0,0,Madison,2
19,Kiana,Patterson,Sophomore,P/OF,34,50,18,30,2,0.96,1,0,0,0,0,0,Madison,2
6,Mackenzie,Backman,Sophomore,OF,17,10,7,2,1,0.9,0,0,0,0,0,0,Madison,2
8,Ella,Wyskochil,Freshman,P/UT,16,15,7,8,0,1,0,0,0,0,0,0,Madison,2
3,Lillie,Pluer,Freshman,IF,15,24,6,16,2,0.917,1,0,0,0,0,0,Madison,2
14,Hannah,Aldrich,Freshman,P/IF,21,17,5,11,1,0.941,0,0,0,0,0,0,Madison,2
4,Kaylin,Bergum,Freshman,UT,14,6,5,0,1,0.833,0,0,0,0,0,0,Madison,2
20,Brooke,Cimler,Freshman,P/IF,12,21,3,9,9,0.571,0,0,0,0,0,0,Madison,2
2,Claire,Smedema,Sophomore,P/OF,19,15,1,13,1,0.933,0,0,0,0,0,0,Madison,2
22,Addison,Warner,Sophomore,P,12,4,1,3,0,1,0,0,0,0,0,0,Madison,2
44,Baylee,Snell,Sophomore,C/INF,27,108,88,11,9,0.917,4,1,0,0,0,0,McHenry County,2
13,Caitlin,Pruitt,Sophomore,P/OF,31,76,69,5,2,0.974,2,0,0,0,0,0,McHenry County,2
27,Mackenzie,Scully,Sophomore,C/INF,26,100,67,15,18,0.82,1,18,5,0.217,6,1,McHenry County,2
16,Kaylin,Berwanger,Freshman,OF,30,73,60,3,10,0.863,1,0,0,0,0,0,McHenry County,2
7,Alyssa,Taylor,Freshman,INF,29,93,48,33,12,0.871,4,0,0,0,0,0,McHenry County,2
1,Kelly,Karczewski,Sophomore,C,16,45,41,3,1,0.978,0,58,8,0.121,9,0,McHenry County,2
2,Miranda,Rodriguez,Sophomore,INF,24,75,36,28,11,0.853,2,0,0,0,0,0,McHenry County,2
22,Kelli,Seiler,Freshman,INF,27,57,36,15,6,0.895,3,0,0,0,0,0,McHenry County,2
3,Jenna,Petryniec,Freshman,INF/OF,18,41,32,7,2,0.951,1,4,1,0.2,2,0,McHenry County,2
18,Abbie,Honkala,Freshman,P,29,39,23,13,3,0.923,0,0,0,0,0,0,McHenry County,2
5,Peyton,Atwater,Sophomore,P/UTL,27,31,19,4,8,0.742,1,0,0,0,0,0,McHenry County,2
21,Kelli,Warren,Sophomore,OF,24,25,19,2,4,0.84,0,0,0,0,0,0,McHenry County,2
0,Lena,Rogers,Sophomore,INF/OF,8,2,1,1,0,1,0,0,0,0,0,0,McHenry County,2
11,Emily,Madrigal,Sophomore,IF/P,41,120,103,12,5,0.958,7,0,0,0,0,0,Moraine Valley,2
18,Emily,Manso,Sophomore,OF/SS,41,170,97,46,27,0.841,1,0,0,0,0,0,Moraine Valley,2
19,Nicole,Wagner,Sophomore,C/UTL,41,109,91,9,9,0.917,0,65,13,0.167,19,1,Moraine Valley,2
22,Alexandria,Palumbo,Sophomore,OF/C,41,100,82,8,10,0.9,0,0,0,0,0,0,Moraine Valley,2
13,Arianna,Andersen,Sophomore,IF/UTL,40,128,80,32,16,0.875,3,0,0,0,0,0,Moraine Valley,2
16,Mya,Granados,Freshman,IF/C,41,117,61,42,14,0.88,0,0,0,0,0,0,Moraine Valley,2
4,Maggie,Evoy,Freshman,IF,35,63,49,3,11,0.825,0,0,0,0,0,0,Moraine Valley,2
9,Ruby,Amigon,Freshman,P/1B,24,52,38,9,5,0.904,2,0,0,0,0,0,Moraine Valley,2
32,Riley,Evoy,Freshman,C/IF,41,25,23,0,2,0.92,0,46,4,0.08,14,0,Moraine Valley,2
6,Maya,Conners,Freshman,OF,21,28,21,2,5,0.821,0,0,0,0,0,0,Moraine Valley,2
8,Kaitlyn,Dunagan,Sophomore,OF,24,21,17,0,4,0.81,0,0,0,0,0,0,Moraine Valley,2
3,Cassidy,Ostema,Freshman,P/1B,23,31,12,17,2,0.935,1,0,0,0,0,0,Moraine Valley,2
16,Itza,Gonzales,Sophomore,1B/3B,56,251,221,16,14,0.944,6,0,0,0,0,0,Morton,2
4,Paulina,Viveros,Sophomore,C/3B,53,217,149,56,12,0.945,1,50,8,0.138,4,0,Morton,2
1,Emily,Bickett,Freshman,SS/CF,56,239,108,97,34,0.858,4,0,0,0,0,0,Morton,2
10,Thais,Miranda,Sophomore,INF/C,52,135,98,25,12,0.911,1,39,2,0.049,3,0,Morton,2
13,Olivia,Ortiz,Freshman,2B/SS,53,138,76,49,13,0.906,2,0,0,0,0,0,Morton,2
9,Ailany,Reyes,Sophomore,P/OF,56,84,75,4,5,0.94,1,0,0,0,0,0,Morton,2
33,Natalie,Martinez,Freshman,3B/C,55,163,64,71,28,0.828,3,15,2,0.118,1,0,Morton,2
8,Heather,Ward,Sophomore,P/1B,52,84,49,29,6,0.929,0,10,1,0.091,0,0,Morton,2
42,Mikayla,Berquist,Freshman,P/1B,41,72,44,23,5,0.931,2,0,0,0,0,0,Morton,2
11,Kiana,Roman,Sophomore,P/OF,53,61,44,9,8,0.869,1,0,0,0,0,0,Morton,2
12,Natalie,Mendoza-Sanchez,Sophomore,OF,49,43,39,2,2,0.953,0,0,0,0,0,0,Morton,2
3,Kennedi,Meinecke,Sophomore,P/2B,50,91,37,43,11,0.879,0,6,0,0,0,0,Morton,2
2,Kayla,Patrick,Freshman,OF/P,41,25,18,3,4,0.84,0,1,0,0,0,0,Morton,2
7,Natalia,Espinosa,Freshman,C/2B,28,19,16,3,0,1,0,3,0,0,0,0,Morton,2
5,Hailey,Menzies,Freshman,OF,6,13,10,1,2,0.846,0,0,0,0,0,0,Morton,2
17,Gianna,Whitehead,Freshman,INF,20,1,1,0,0,1,0,0,0,0,0,0,Morton,2
17,Grace,Arnett,Freshman,C/1B,45,179,160,15,4,0.978,1,0,0,0,0,0,Prairie State,2
14,Jayla,Matela,Freshman,P/OF,36,118,109,2,7,0.941,2,0,0,0,0,0,Prairie State,2
1,Morgan,Slavicek,Sophomore,OF,45,109,92,6,11,0.899,0,0,0,0,0,0,Prairie State,2
21,Gabriela,Serratos,Freshman,SS/2B,43,145,77,52,16,0.89,1,0,0,0,0,0,Prairie State,2
79,Ariana,Mata,Freshman,1B/C,39,81,71,4,6,0.926,0,0,0,0,0,0,Prairie State,2
9,Taylor,Guzman,Freshman,OF,45,69,60,0,9,0.87,0,0,0,0,0,0,Prairie State,2
